,ID,Input,Augment
51174,1678836491,#pman #pman 2:35 and only starting the day  http://tinyurl.com/dkaxhr http://tinyurl.com/co3wb5,#pman #pman 2:35 and start the day http://tinyurl.com/dkaxhr http://tinyurl.com/co3wb5
781860,2323510673,Making an EditablePolygon for Google Maps for Flash. I wish this was already implemented on the API,Make a built -uppolygon for Google Maps for Flash. I would like that it is already implemented on the API
319820,2003141599,Please help...where can I search for @hashtags I know there is a website or something that lists them but forgot where its at,Please help ... Where can I search @hashtags I know there is a website or something that lists them but forgot where he
266607,1989023613,I am in so much pain right now...I hate tooth aches,I suffer so much right now ... I hate teeth
1511698,2175131583,@keeperofdreams goodnight i hope you have a good sleep!  xoxo,@KeePerofDreams Good night I hope you sleep well! XOXO
339178,2014592360,Argh. Can't believe the Lock-In's rescheduled for Monday.,Argh. I cannot believe that locking is reprogrammed for Monday.
1042133,1957161581,"A new week almost finished :-O Well, have all a good Friday ","An almost finished new week: -Oe well, all have a good Friday"
267883,1989285865,"@esnsltn That would be nice, but I don't have a coffee machine, so  But perhaps I'll find a cafee where they serve it somday! Or visit Tur","@ESNSLTN it would be good, but I don't have a coffee machine, so but maybe I will find a coffee where they serve it in sleep! Or visit Tur"
872025,1678878853,"@redlobster51 Right. Hmm. If it comes through today, is there a chance you'll buy one by monday? ","@ RedLobSter51 on the right. Hmm. If this happens today, is there a chance that you will buy one by Monday?"
468800,2176073222,I miss my babe..,I miss my baby ..
1328001,2015462580,@LekkPorter its good shit,@Lekkport his good shit
1050585,1960762121,@MCRIsAPleasure thanks for the #followfriday,@McrisAPalleASure Thank you for the #FOLLOWFRIDAY
174551,1964566147,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early ","Srsly, BGT, Maaan joke. What a appel. UGHHHHHHHHHHI must get up early"
1593720,2192001506,Haha i found U triKK!!! This msg is jus for u BaBe!!. .I lOve ya like Carlos when he's drunk!!!,Haha I found you trikk !!! This msg is juice for you baby !!. . I love you like Carlos when he is drunk !!!
36466,1565719462,"@druschmidtperki Damn, I thought a new phone would help! Still can't get it to work as it should ","@Druschmidtperki damn, I thought that a new phone would help! I still can't make it work as it should"
1065483,1964939836,@online_mum lol well Russian is a bit hard....,@ONLINE_MUM LOL Russian is a bit hard ....
1198565,1985166645,@RakiyaOrange thanks rakiya!,@Rakiyaorange thank you Rakiya!
378317,2052084672,@MMDetail_Psych nothing.. just trying hard not to think about work tomorrow.    how've you been?,@Mmdetail_psych nothing .. just tried not to think about work tomorrow. How are you?
746110,2282738893,@sm0othie but it is and still nothin  i just copy n paste into HTML and it shows up as blank box,@ sm0othie but it's and nothing to stick n stick to html and it appears as an empty box
69389,1693265237,"going to Pacific Place  accompanied Lia n 2 hv lunch... yeah rite,like i feel like eating  mual *mode on*","Go to Pacific Place accompanied Lia 2 HV Lunch ... Yeah Rite, as if I wanted to eat MUAL mode * on *"
1328784,2015568168,"Is driving back home , listening to his fav radio station lush and looking forward to his home cooked dinner too ! ","Go home, listen to his favorite radio station and also wait for his homemade dinner!"
735712,2264850030,@miss_soylatte I'll be 18 on Nov 1st but it'll be during my HSC exams,@Miss_solatte I will be 18 years old on November 1 but it will be during my HSC exams
1591787,2191630266,#haveyouever   I love that song by S-Club...'Have You Ever'.,#Haveyouever I like this Sin-Club song ... 'Ay You Ever'.
1515005,2175550752,@yami_mami i thought i was the onli one up  cant go to sleep...,@Yami_mami I thought I was the onli One can't fall asleep ...
989400,1834873837,@joe thanks for the follow,@Joe thank you for the follow -up
134404,1836243257,"@Nunu_Jeanite because we just starting hanging out ,we didnt hang in highschool but now i consider you a good friend,tear falling ","@NUNU_JEANITE because we are just starting to hang out, we have not been suspended in high school but now I consider you a good friend, tears falls"
1222338,1990279304,"Now im leaving with my mom. Ill be back in the late afternoon.  Have a nice day, everyone! (Yes, i was quoting Bon Jovi XD)",Now I'm going with my mother. I will be back in the late afternoon. Have a very good day everyone! )
780266,2323131074,is farked annoyed again. Not even Sawyer or SRK can help,is annoyed again. Even Sawyer or SRK cannot help
1157705,1979206374,@Mountgrace lol i know! its so frustrating isnt it?!,@Mountgrace lol I know! It's so frustrating isn't it?!
440797,2066838779,Today is my last day in this house,Today is my last day in this house
1128136,1975310799,"loved flawless, stavros flatley, julian smith, sheean...acctually all of them apart from hollie&amp;2grand. ","I loved flawless, Stavros Flatley, Julian Smith, Sheean ... fulfilling Hollie & amp; 2grand."
1433608,2060473941,@gcgreg definitely Greg. Glad you read my rant,@GCGREG definitively Greg. Happy you read my diatribe
818767,1553178762,"@tommcfly twitter hasn't been the same without you today Tom. I've missed your tweets,tell us something interesting to make up for it ","@Tommcfly Twitter was not the same without you today Tom. I missed your tweets, tell us something interesting to compensate"
451506,2069783440,Back from Paris to head straight to mastodon lolz ;) good times.  Came home and realised i'm skint.    Bad times.,Back from Paris to head directly to Mastodon lolz;) Good times. I got home and I realized that I am Skint. Bad moments.
118594,1827868921,@xoMusicLoverxo  working today?,@xomusicloverx works today?
404345,2058400703,I don't like the Dr  She made my ears feel squishy and something's wrong with my sister. She seems sad and empty,"I don't like DR, she made me feel Squishhy and something is wrong with my sister. She seems sad and empty"
398556,2056917157,Ð±Ð°Ñ?ÐºÐµÑÑÐµÑ?Ñ Ð¼Ðµ Ð½Ð°Ñ?ÑÐ¸Ð½Ð°... goddamn those cold stairs and those cold beers,Ð ± ð ° ñ? Ðºðµñ € ñ ðµñ? Ñ ​​‚ð¼ðµ ð½ð ° ñ? Ñ‚ð¸½ð ° ... Damn of these cold stairs and these cold beers
1305081,2011013985,dude i hate @kirstiealley someone kill her please,guy I hate @kirstiealley someone kills her please
1219783,1989982059,302 updates W0000000T,302 W0000000T updates
1460133,2063814295,Oooo today is Sunday are you as excited as I am? I'm excited everyday,"Ooooo today is Sunday, are you as excited as me? I am excited every day"
839046,1559290731,@OATMEALZLAZY lol talking to ur finger.. wowwww lol,@Oatmealzlazy lol speaking to your finger .. wowwww Lol
100122,1793868082,My throat hurts so so badd,My throat hurts me so much
1028036,1932558793,@jordanknight Yay Thanks Sweets,@jordanknight yay thank you candy
257053,1984873652,Watching America's favorite game and wishing Budweiser was still American owned!!,Watching America's favorite game and wishing Budweiser was always belonging to the United States !!
1247202,1995489791,But you have to remember that they haven't even really started post preduction yet.,But you have to remember that they haven't even really started after preduction yet.
816578,1551489864,Hogs are out today!,The pigs are released today!
567969,2207369742,@barraganc which file should I choose to open? They all appear grayed out,@Barragan which file should I choose to open? They all seem gray
704454,2256044344,@paulkukiel can tom. night. Drop us an email add. Do u know about setting up sub domains with railo and aphache? have some issues with it,@Paulkukiel can Tom. night. Send us an email add. Do you know the configuration of subdomains with Railo and Aphache? have problems with
313499,2001764990,@twitter i always get errors because my user name includes &quot;twitter&quot;,@twitter I still have errors because my username includes & quot; Twitter & quot;
426088,2063461733,Tears for those families on 60 minutes tonight,Tears for these families over 60 minutes tonight
154413,1933169065,:  #unfollowdiddy for that shiny suit i had in middle school,: #Unfollowdiddy for this brilliant costume that I had in college
737873,2265338040,Ok. Its too early for my sister and her friend to be this obnoxious.,OK. It is too early for my sister and her friend to be as unpleasant.
773177,2303100936,@Leatron @popcorn44 I'm going to her concert soooo early to see if I can see her walk in but idk about the hotel,@Leatron @ popcorn44 I go to her concert so soon to see if I can see her enter but IDK on the hotel
1420251,2058112457,"good night.having a long day tomorrwo, driving to a castle partying retirament of my daddy  c-ya",good night.
22548,1557512875,@paulina1 Here are some windows options http://tinyurl.com/cz6g7z Nothing free in this list though  I'll keep looking.,"@ Paulina1 here are some Windows options http://tinyurl.com/cz6g7z nothing free in this list, although I continue to search."
1282459,2001840014,8 years today. 1 more year until the wedding and then we'll have to reset the count,8 years today. 1 year further the wedding and then we will have to reset the count
118190,1827783533,Everyone I have to go since I have been in the cloud have not paid bills or cleaned my house and I must do that.  Have a blessed day  sad,Everyone I have to go since I am in the cloud have not paid for invoices or clean my house and I have to do it. Have a sad blessed day
1079413,1968046396,"@ScotMcKay My biological clock may be messed up, but isn't it only Friday evening right now, and not Saturday? ","@Scotmckay my biological clock can be spoiled, but isn't it only Friday evening right now, and not on Saturday?"
190669,1969406591,@mileycyrus I second that emotion,@Milecyyrus I secondly this emotion
1275832,2001133641,@JonathanRKnight Twitter has shown me a new side of you that I'm truly admiring.  Now get out there and STAY POSITIVE! Hahahaha....,@Jonathanrknight Twitter showed me a new side of you that I really admire. Now be there and stay positive! Hahahaha ...
582934,2214779236,@oasis Where has Mr. Noel been these past couple of days? I'm missing Tales From The Middle of Nowhere already,@Oasis where has been Mr. Noel in recent days? I lack tales from the middle of nowhere
